artist,track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
Metallica,Nothing Else Matters,0.0505,0.558,388733,0.364,5.02e-06,4,0.0753,-11.258,0,0.0265,142.171,3,0.165,rock
Bon Jovi,It's My Life,0.0302,0.541,224600,0.936,3.03e-06,0,0.363,-3.038,0,0.0525,120.06,4,0.456,rock
Kings of Leon,Sex on Fire,0.00166,0.544,204587,0.903,0.00632,9,0.1,-5.651,1,0.0545,153.629,4,0.437,rock
3 Doors Down,Here Without You,0.0537,0.536,238560,0.55,0,10,0.134,-6.733,0,0.0248,144.018,4,0.227,rock
Queen,Bohemian Rhapsody,0.273,0.395,354320,0.407,0,0,0.212,-9.91,0,0.0545,143.456,4,0.249,rock
Rage Against The Machine,Killing In The Name - Remastered,0.0266,0.466,313573,0.833,0,7,0.0327,-4.215,1,0.304,88.785,4,0.663,rock
Weezer,Back To The Shack,0.00498,0.432,186613,0.709,2.67e-05,1,0.176,-5.217,1,0.0457,172.022,4,0.654,rock
Jamie T,Zombie,0.0135,0.546,246187,0.911,0,4,0.493,-4.639,1,0.0729,145.205,4,0.671,rock
TV On The Radio,Happy Idiot,0.00226,0.617,183002,0.948,0.00221,11,0.0755,-4.236,0,0.0621,139.996,4,0.852,rock
Arctic Monkeys,R U Mine?,0.0468,0.52,200188,0.785,0,6,0.698,-4.765,0,0.0329,96.996,4,0.678,rock
blink-182,I Miss You,0.00162,0.657,227213,0.776,4.5e-06,11,0.0824,-6.382,1,0.0338,109.997,4,0.602,rock
Slipknot,The Negative One,0.0002,0.505,325171,0.979,0.00135,0,0.334,-1.665,1,0.0715,108.2,4,0.316,rock
Boston,More Than a Feeling,0.000894,0.377,285133,0.682,0.00217,7,0.0504,-8.039,1,0.0299,108.736,4,0.277,rock
The Killers,Somebody Told Me,0.000123,0.5,197160,0.975,0.000379,10,0.104,-3.176,0,0.0824,138.005,4,0.771,rock
The Supremes,Baby Love - Juke Box Single Version,0.776,0.594,156333,0.698,0,2,0.237,-6.524,0,0.0365,135.821,4,0.674,soul
Roberta Flack,The First Time Ever I Saw Your Face,0.731,0.311,260666,0.0264,0.00205,0,0.156,-21.644,1,0.037,120.653,4,0.144,soul
The O'Jays,For the Love of Money,0.282,0.673,440920,0.822,3.86e-06,0,0.126,-6.679,1,0.0415,97.257,4,0.9,soul
The Pop Dance Band,Georgia On My Mind,0.585,0.295,220000,0.296,0,7,0.125,-12.962,1,0.0299,95.368,3,0.173,soul
Stevie Wonder,Sir Duke,0.16,0.588,232760,0.568,0,6,0.0792,-9.766,1,0.0672,106.938,4,0.955,soul
The Temptations,Ball of Confusion (That's What the World Is Today),0.0149,0.592,246467,0.59,1.86e-05,0,0.13,-8.473,1,0.036,160.259,4,0.62,soul
Otis Redding,These Arms Of Mine,0.827,0.428,151613,0.416,0,10,0.345,-9.132,1,0.0277,177.39,3,0.708,soul
Jackie Wilson,I Get The Sweetest Feeling - Original Version,0.374,0.681,176307,0.449,0,5,0.0975,-11.444,1,0.0356,124.077,4,0.789,soul
Alicia Keys,Un-thinkable (I'm Ready),0.732,0.595,249240,0.507,1.97e-05,7,0.106,-7.892,1,0.0618,86.099,4,0.348,soul
Smokey Robinson & The Miracles,The Tracks Of My Tears,0.807,0.48,174800,0.471,0,7,0.15,-6.278,1,0.028,98.677,4,0.699,soul
The Isley Brothers,"That Lady, Pts. 1 & 2",0.158,0.339,335507,0.806,4.66e-05,5,0.197,-8.905,0,0.0644,126.239,4,0.913,soul
Bill Withers,Lean on Me - Single Version,0.824,0.617,257240,0.239,1.72e-05,0,0.147,-11.219,1,0.0591,75.114,4,0.43,soul
Ms. Lauryn Hill,Ex-Factor,0.118,0.593,326533,0.619,0,3,0.484,-9.003,0,0.0976,80.02,4,0.68,soul
Ray Charles,I've Got A Woman,0.833,0.556,171467,0.61,2.22e-06,9,0.258,-4.729,1,0.213,199.373,4,0.672,soul
Etta James,Something's Got A Hold On Me,0.723,0.476,169040,0.547,0,1,0.691,-7.622,1,0.0696,150.852,4,0.647,soul
Gladys Knight & The Pips,Neither One Of Us (Wants To Be The First To Say Goodbye),0.53,0.525,261467,0.407,3.54e-06,5,0.2,-12.724,1,0.0351,140.52,4,0.68,soul
The Temptations,My Girl,0.149,0.549,169831,0.529,0,0,0.364,-6.27,1,0.0382,104.759,4,0.479,soul
Sam Cooke,Bring It On Home To Me,0.624,0.491,162000,0.607,0,0,0.204,-5.677,1,0.036,70.873,4,0.585,soul
Al Green,Let's Stay Together,0.606,0.746,199400,0.273,0.0168,5,0.0526,-16.63,1,0.0573,101.952,4,0.509,soul
Ray Charles,What'd I Say,0.657,0.506,386560,0.618,2.31e-05,4,0.248,-11.278,1,0.0708,89.023,4,0.788,soul
Raphael Saadiq,Love That Girl,0.0136,0.71,184413,0.674,1.73e-05,1,0.0366,-5.393,1,0.0352,124.033,4,0.687,soul
Ms. Lauryn Hill,Can't Take My Eyes Off Of You,0.0118,0.747,221467,0.662,0,1,0.138,-7.9,0,0.0796,88.926,4,0.643,soul
Amy Winehouse,Me & Mr Jones,0.501,0.604,151573,0.81,0,4,0.243,-2.54,1,0.0943,87.882,4,0.461,soul
Dobie Gray,Drift Away,0.51,0.516,233707,0.318,0,11,0.125,-14.061,1,0.0514,76.199,4,0.489,soul
Al Green,Take Me To The River,0.229,0.788,225373,0.411,9.04e-05,9,0.138,-11.17,1,0.0432,119.102,4,0.937,soul
Diana Ross,I'm Coming Out,0.174,0.742,326373,0.92,0.123,5,0.0715,-4.46,1,0.0503,110.093,4,0.755,soul
Marvin Gaye,Mercy Mercy Me (The Ecology),0.147,0.488,196507,0.768,0.429,11,0.0806,-8.207,0,0.042,93.617,4,0.445,soul
The Supremes,Come See About Me,0.658,0.739,162760,0.626,0,7,0.14,-7.666,1,0.0389,126.388,4,0.815,soul
The Temptations,Papa Was A Rollin' Stone,0.678,0.748,412027,0.568,0.0252,8,0.0646,-9.515,1,0.0631,120.57,4,0.862,soul
Martha Reeves & The Vandellas,(Love Is Like A) Heat Wave,0.395,0.452,166053,0.653,0.0174,5,0.54,-9.952,0,0.0362,163.443,4,0.88,soul
Ben E. King,Stand By Me,0.667,0.686,200680,0.242,0,9,0.0692,-16.802,1,0.0344,116.073,4,0.654,soul
Four Tops,"Reach Out, I'll Be There - Single Version / Mono",0.0678,0.622,182067,0.79,0,3,0.244,-3.468,0,0.0322,119.566,4,0.733,soul
Ray Charles,Hit The Road Jack,0.0841,0.593,129907,0.752,0.00308,8,0.197,-6.617,0,0.0313,172.087,4,0.934,soul
John Legend,Ordinary People,0.929,0.469,281467,0.132,0,10,0.0873,-14.001,1,0.0807,67.011,3,0.36,soul
Corinne Bailey Rae,Closer,0.498,0.741,257240,0.481,0.00321,0,0.0908,-7.008,0,0.0479,140.511,4,0.69,soul
Sam Cooke,A Change Is Gonna Come,0.761,0.212,191133,0.424,0,10,0.336,-9.97,1,0.0332,170.983,3,0.507,soul
Chairmen Of The Board,Give Me Just a Little More Time,0.0541,0.582,159733,0.564,0,9,0.0442,-8.021,0,0.0396,125.886,4,0.607,soul
Otis Redding,Pain In My Heart (Single/LP Version),0.748,0.456,145493,0.257,0.000106,10,0.0936,-12.676,1,0.0362,163.233,3,0.582,soul
Mayer Hawthorne,The Walk,0.373,0.843,218413,0.587,3.65e-06,6,0.12,-5.68,0,0.0312,110.017,4,0.965,soul
Alicia Keys,"Empire State of Mind, Pt. II (Broken Down)",0.739,0.479,216480,0.368,4.1e-05,6,0.118,-7.784,1,0.0341,92.959,4,0.115,soul
The Jackson 5,ABC,0.448,0.559,179973,0.752,0.00061,8,0.0907,-10.046,1,0.0581,187.712,4,0.954,soul
Wilson Pickett,In The Midnight Hour,0.12,0.75,157160,0.444,3.69e-06,4,0.118,-8.63,1,0.0403,111.919,4,0.828,soul
Etta James,Stormy Weather,0.759,0.22,186493,0.308,0,3,0.163,-11.512,1,0.0306,174.016,3,0.481,soul
James Brown,Papa's Got a Brand New Bag,0.00342,0.581,136307,0.787,0.499,10,0.299,-12.496,0,0.0678,163.355,4,0.628,soul
Labi Siffre,I Got The... - 2006 Remastered Version,0.0982,0.465,394720,0.576,2.36e-05,0,0.16,-11.882,1,0.125,86.077,4,0.575,soul
The Temptations,Ain't Too Proud To Beg,0.457,0.77,153973,0.774,0,0,0.0752,-2.709,1,0.0445,119.471,4,0.937,soul
Four Tops,Bernadette,0.18,0.747,186133,0.661,0,6,0.635,-7.294,1,0.033,110.966,4,0.72,soul
The Undisputed Truth,Smiling Faces Sometimes,0.344,0.555,196893,0.554,5.04e-06,11,0.0729,-8.855,1,0.025,105.24,4,0.773,soul
Marvin Gaye,If I Could Build My Whole World Around You - Stereo Version,0.735,0.776,140213,0.64,0,1,0.147,-8.219,1,0.0578,123.29,4,0.884,soul
The Contours,Do You Love Me,0.348,0.592,175093,0.659,1.87e-05,5,0.107,-10.009,1,0.038,149.805,4,0.787,soul
Passenger,Let Her Go,0.385,0.509,252867,0.538,0,7,0.104,-7.335,1,0.0572,75.089,4,0.242,soul
Smokey Robinson,Cruisin',0.322,0.52,356400,0.481,3.57e-06,6,0.045,-10.568,0,0.0331,168.831,4,0.618,soul
Frank Wilson,Do I Love You (Indeed I Do),0.0645,0.531,144040,0.831,9.83e-06,0,0.383,-6.025,1,0.0422,133.506,4,0.78,soul
The Temptations,Treat Her Like A Lady,0.058,0.787,255467,0.903,0.000149,0,0.451,-6.906,1,0.0442,113.2,4,0.888,soul
Gladys Knight & The Pips,Midnight Train to Georgia,0.127,0.579,280093,0.477,0,10,0.0974,-8.539,0,0.0367,89.724,4,0.546,soul
Charles Wright & The Watts 103rd Street Rhythm Band,Express Yourself (Remastered Version),0.665,0.783,233120,0.666,0,8,0.204,-9.523,1,0.0814,92.471,4,0.896,soul
The Isley Brothers,Between the Sheets,0.445,0.718,338133,0.31,1.62e-06,9,0.0629,-15.513,0,0.0957,83.839,4,0.549,soul
Nina Simone,My Baby Just Cares For Me,0.858,0.753,217627,0.407,7.07e-06,6,0.0968,-10.386,0,0.0711,118.314,4,0.531,soul
Ms. Lauryn Hill,Doo Wop (That Thing),0.0393,0.535,320267,0.505,0,2,0.0923,-8.926,0,0.245,99.935,4,0.491,soul
Amy Winehouse,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",0.743,0.758,230787,0.371,0,5,0.175,-5.736,0,0.0352,95.994,4,0.654,soul
The O'Jays,Love Train,0.186,0.744,178400,0.568,1.18e-05,0,0.163,-9.629,1,0.0494,122.657,4,0.674,soul
Billy Paul,Me and Mrs. Jones,0.479,0.416,285293,0.404,0.000105,0,0.056,-14.133,0,0.0373,100.423,1,0.412,soul
Mayer Hawthorne,Just Ain't Gonna Work Out,0.212,0.782,150933,0.544,0.106,4,0.179,-5.448,1,0.0306,90.562,4,0.763,soul
Alicia Keys,No One,0.0209,0.644,253813,0.548,8.68e-06,1,0.134,-5.416,0,0.0286,90.042,4,0.168,soul
Sam Cooke,Wonderful World,0.515,0.762,126760,0.559,0,11,0.243,-10.307,1,0.0365,128.695,4,0.943,soul
Stevie Wonder,Higher Ground,0.0905,0.703,226560,0.846,0.000822,1,0.113,-10.208,1,0.0403,125.087,4,0.777,soul
Aretha Franklin,I Say A Little Prayer,0.567,0.589,212360,0.558,0,9,0.102,-6.908,1,0.0314,133.271,4,0.476,soul
Lionel Richie,Hello,0.743,0.547,248733,0.272,1.61e-06,9,0.235,-12.995,0,0.0355,62.092,4,0.0415,soul
Erick Sermon,Music - feat. Marvin Gaye,0.224,0.896,223133,0.457,1.47e-06,8,0.0832,-9.075,0,0.0777,100.043,4,0.923,soul
Randy Crawford,Street Life,0.101,0.658,254227,0.764,0.004,10,0.134,-8.646,0,0.0449,107.433,4,0.818,soul
Four Tops,"I Can’t Help Myself (Sugar Pie, Honey Bunch)",0.203,0.692,165920,0.651,0,0,0.114,-7.466,1,0.0296,126.815,4,0.967,soul
D'Angelo,Untitled (How Does It Feel) - Edit,0.212,0.8,259840,0.407,0.0183,4,0.356,-7.242,0,0.058,112.602,3,0.332,soul
Isaac Hayes,Theme From Shaft - Single Version,0.0346,0.5,197267,0.717,1.27e-05,9,0.261,-11.571,0,0.05,119.923,4,0.652,soul
Ms. Lauryn Hill,Everything Is Everything,0.415,0.824,293267,0.707,0,9,0.106,-7.893,1,0.285,94.708,4,0.852,soul
Curtis Mayfield,Move On Up - Extended Version,0.141,0.584,535333,0.975,0.501,11,0.101,-6.534,0,0.0651,138.341,4,0.867,soul
Teamheadkick,The Fap Song,0.00249,0.667,141000,0.884,0.145,5,0.185,-5.327,0,0.0335,160.044,4,0.89,soul
Jill Scott,Crown Royal,0.0851,0.665,108507,0.487,0,10,0.32,-10.098,0,0.281,142.158,4,0.443,soul
Minnie Riperton,Lovin' You - 1993 Digital Remaster,0.903,0.392,203507,0.213,1.01e-06,9,0.12,-12.494,1,0.0415,100.518,3,0.312,soul
Nikka Costa,Like A Feather,0.0201,0.868,235093,0.46,0.722,6,0.0505,-9.076,1,0.0899,90.028,4,0.815,soul
Marvin Gaye,Got To Give It Up (Part 1),0.0988,0.856,247800,0.874,0.000472,11,0.339,-8.037,0,0.0401,122.416,4,0.91,soul
James Brown,"It's A Man's, Man's, Man's World",0.481,0.617,166133,0.403,0.000373,8,0.0808,-9.201,0,0.0493,80.804,3,0.528,soul
The Temptations,My Girl,0.536,0.604,178120,0.548,0,0,0.594,-5.607,1,0.0703,105.003,4,0.581,soul
Jill Scott,So Gone [What My Mind Says] - feat. Paul Wall,0.197,0.746,279627,0.5,0,7,0.194,-8.426,1,0.0669,120.039,4,0.461,soul
Erykah Badu,Window Seat,0.691,0.677,289720,0.536,0.00252,5,0.077,-6.871,0,0.0938,81.982,4,0.592,soul
Sharon Jones & The Dap-Kings,How Long Do I Have To Wait For You?,0.473,0.675,243760,0.909,0.0124,10,0.095,-3.402,0,0.0469,103.961,4,0.969,soul
Aloe Blacc,You Make Me Smile,0.492,0.295,205946,0.702,7.69e-05,0,0.298,-5.739,1,0.109,198.714,4,0.595,soul
Bill Withers,Use Me - Single Version,0.0432,0.766,222093,0.661,0.00246,11,0.0762,-10.187,0,0.0542,154.534,4,0.946,soul
Charles Bradley,The World (Is Going Up In Flames),0.0714,0.715,202492,0.6,0.00165,5,0.0876,-7.728,0,0.0264,86.989,4,0.748,soul
Boyz II Men,I'll Make Love To You,0.198,0.431,237307,0.611,0,2,0.0896,-5.146,1,0.0309,140.53,3,0.228,soul
The Isley Brothers,Summer Breeze,0.147,0.31,371520,0.658,0.00098,9,0.156,-8.82,0,0.0488,153.341,4,0.506,soul
Luther Vandross,Never Too Much,0.0799,0.747,226440,0.79,0,2,0.0461,-5.186,1,0.112,109.839,4,0.796,soul
Sharon Jones & The Dap-Kings,Got A Thing On My Mind,0.299,0.645,178360,0.855,0.133,11,0.0588,-6.408,0,0.091,141.684,4,0.941,soul
Curtis Mayfield,"(Don't Worry) If There Is A Hell Below, We're All Going To Go",0.149,0.686,470507,0.755,0.063,1,0.111,-8.304,0,0.0488,119.895,4,0.685,soul
Barry White,What Am I Gonna Do With You,0.016,0.685,218400,0.65,0.232,9,0.093,-13.333,0,0.037,113.101,4,0.871,soul
Robert Glasper Experiment,Afro Blue - feat. Erykah Badu,0.0291,0.775,307627,0.571,0.0882,8,0.0941,-8.097,1,0.0342,97.491,4,0.391,soul
McFadden & Whitehead,Ain't No Stoppin' Us Now,0.127,0.747,220867,0.701,0,1,0.084,-7.7,1,0.0453,112.964,4,0.87,soul
Isaac Hayes,Theme From Shaft,0.0356,0.484,276067,0.439,4.74e-06,9,0.163,-20.487,0,0.0514,120.778,4,0.623,soul
Marvin Gaye,Can I Get A Witness,0.586,0.613,166427,0.623,0,8,0.12,-7.517,1,0.03,84.229,4,0.672,soul
Ms. Lauryn Hill,Nothing Even Matters,0.701,0.539,350533,0.363,3.18e-06,10,0.14,-13.888,0,0.166,136.422,4,0.561,soul
Billy Paul,Your Song,0.403,0.387,393013,0.702,0,3,0.087,-9.21,1,0.042,130.624,4,0.664,soul
Cari Lekebusch,Kukulcan - Original Mix,0.018,0.751,379029,0.775,0.897,1,0.122,-9.584,1,0.0459,124.992,4,0.177,techno
Thomas Schumacher,Hush - Catz n' Dogz 2013 Remix,0.0103,0.803,407039,0.89,0.183,1,0.883,-8.194,1,0.0647,124.987,4,0.464,techno
Stasis,Solitude,0.0261,0.751,456933,0.842,0.911,6,0.0651,-11.215,1,0.0601,123.848,4,0.323,techno
Len Faki,Death By House,4.17e-05,0.713,195027,0.846,0.818,1,0.155,-6.403,1,0.0714,128.011,4,0.129,techno
Petar Dundov,Ideas From The Pond,0.435,0.588,562729,0.847,0.898,2,0.0992,-8.229,1,0.0334,110.009,4,0.386,techno
Deetron,Starblazer (Original Mix),0.000487,0.827,498282,0.81,0.645,11,0.058,-5.751,0,0.0513,124.989,4,0.0368,techno
UR,Body and Soul,0.0843,0.539,340347,0.659,0.92,1,0.0997,-13.893,0,0.0437,121.91,4,0.451,techno
Sterac,Rotary,0.00746,0.663,371101,0.667,0.882,4,0.113,-15.709,0,0.0535,130.007,3,0.0804,techno
Detroit Grand Pubahs,Sandwiches,0.000207,0.794,182533,0.482,0.518,2,0.143,-6.699,1,0.0532,134.001,4,0.698,techno
Common Factor,In Between,0.0657,0.781,383453,0.589,0.841,7,0.0635,-10.569,1,0.0721,121.955,4,0.47,techno
The Detroit Escalator Co.,Float,0.0459,0.674,234467,0.487,0.824,9,0.104,-16.48,0,0.0464,137.951,4,0.439,techno
DJ Slugo,What That Do?,0.0328,0.876,245347,0.792,0.142,11,0.0824,-7.961,1,0.113,149.995,4,0.727,techno
Ben Sims,Raw Hide,0.00107,0.69,337500,0.871,0.862,1,0.111,-11.536,1,0.041,127.996,4,0.108,techno
Innerzone Orchestra,Galaxy,0.045,0.771,308373,0.356,0.878,1,0.476,-19.934,1,0.0572,115.985,4,0.404,techno
Arpanet,Infinite Density,0.264,0.705,369120,0.694,0.891,10,0.219,-9.673,0,0.0446,113.968,4,0.399,techno
e-Dancer,World Of Deep - Original Mix,0.000692,0.687,334640,0.681,0.906,3,0.127,-9.594,0,0.0809,135.095,4,0.463,techno
Thomas P. Heckmann,808 - Yari Greco Remix,0.0169,0.683,359375,0.844,0.919,4,0.111,-8.166,1,0.0797,128.019,4,0.0508,techno
A Number Of Names,Shari Vari - Original Mix,0.0117,0.782,337130,0.504,0.0596,0,0.225,-10.977,1,0.123,127.674,4,0.46,techno
Technasia,Bastille Days,5.57e-05,0.829,430595,0.655,0.952,6,0.113,-11.637,1,0.068,127.003,4,0.189,techno
Valentino Kanzyani,Simon's House,7.02e-05,0.803,529896,0.624,0.957,11,0.112,-10.006,0,0.0514,123.957,4,0.123,techno
K Hand,Down in Chicago,0.00627,0.858,424777,0.767,0.91,11,0.0762,-9.094,0,0.0983,117.005,4,0.195,techno
Cristian Varela,Pornogames - Alex Di Stefano Remix,0.000195,0.616,499172,0.907,0.939,6,0.111,-7.348,0,0.0575,128.0,4,0.035,techno
Orlando Voorn,In Da Jungle - Chocolate Puma Remix,0.196,0.872,363500,0.767,0.649,10,0.0856,-6.962,0,0.164,126.977,4,0.187,techno
Aaron Carl,Drive (I-75),0.0268,0.736,201693,0.609,0.803,2,0.448,-13.15,1,0.0477,147.992,4,0.28,techno
DJ Rush,I Wanna,0.000923,0.906,287093,0.512,0.672,11,0.109,-12.937,0,0.262,142.053,4,0.329,techno
Aril Brikha,Ishtar,0.00015,0.803,473158,0.917,0.914,1,0.119,-10.868,0,0.0525,126.008,4,0.532,techno
RedHead,Acid Vision,0.000169,0.652,386424,0.917,0.809,11,0.111,-6.746,0,0.0721,128.002,4,0.0568,techno
Vince Watson,Sonar - Original Mix,0.00752,0.489,424927,0.61,0.936,1,0.0911,-14.634,1,0.0339,124.997,4,0.248,techno
Laurent Garnier,Crispy Bacon,0.00403,0.714,350133,0.561,0.748,7,0.0999,-16.948,1,0.0797,130.081,4,0.369,techno
Petar Dundov,Moving,0.0165,0.644,561116,0.79,0.904,8,0.0787,-7.963,0,0.0357,123.008,4,0.362,techno
Arne Weinberg,In my Darkest Hour,0.158,0.776,292933,0.849,0.29,0,0.0873,-11.624,1,0.0413,132.036,4,0.64,techno
Dave Angel,Quartz - Original Mix,0.000436,0.717,450497,0.904,0.323,8,0.255,-6.336,1,0.0552,121.998,4,0.348,techno
Kirk Degiorgio,The Electric Hymn,0.0017,0.706,361481,0.927,0.808,9,0.0911,-7.608,0,0.0505,119.029,4,0.689,techno
Marco Carola,Bloody Cash - Original Mix,0.000852,0.807,420000,0.901,0.941,6,0.139,-11.81,1,0.0671,124.003,4,0.326,techno
Samuel L Session,Givin You (Part 3),0.000245,0.817,224987,0.734,0.911,1,0.113,-11.895,1,0.0592,123.991,4,0.559,techno
Paperclip People,Throw,0.000918,0.806,407500,0.542,0.895,4,0.0919,-7.424,0,0.0786,127.027,4,0.0795,techno
Fabrice Lig,Bump Bump,0.00144,0.861,377933,0.706,0.643,7,0.112,-9.993,1,0.0668,126.012,4,0.896,techno
Legowelt,Excalibur R8MK2,0.00605,0.605,248014,0.888,0.867,2,0.104,-9.449,0,0.0395,126.964,4,0.563,techno
M500,Cosmic Courier,0.00332,0.63,326360,0.658,0.314,0,0.0616,-12.629,1,0.0459,127.007,4,0.739,techno
Aaron Carl,Homoerotic,0.000257,0.786,283893,0.679,0.0298,4,0.175,-6.022,0,0.0638,120.011,4,0.365,techno
Tiefschwarz,Corporate Butcher - Solomun Remix,0.053,0.898,440557,0.392,0.00883,9,0.0955,-9.968,1,0.0583,123.993,4,0.264,techno
Inner City,Good Life - Edit,0.172,0.716,244773,0.783,0.0346,4,0.0327,-12.876,0,0.0496,121.306,4,0.955,techno
Stewart Walker,Blisterpacks,0.0537,0.787,347807,0.783,0.892,7,0.0901,-11.815,1,0.0674,131.01,4,0.592,techno
Cybersonik,Algorhythm - Original Mix,0.031,0.799,374391,0.963,0.813,6,0.0738,-9.649,0,0.14,123.015,4,0.117,techno
James Pennington,Emerge,0.231,0.726,296201,0.874,0.923,1,0.0847,-13.752,1,0.0992,133.011,4,0.693,techno
Aztec Mystic,Jaguar,0.0118,0.656,293907,0.83,0.912,2,0.127,-11.273,0,0.0426,137.124,4,0.721,techno
DJ Hell,U Can Dance,0.0794,0.737,590333,0.597,0.566,0,0.114,-13.028,1,0.0528,124.005,4,0.453,techno
Andre Holland,Unabomber,0.0342,0.77,197440,0.973,0.92,1,0.0823,-7.501,1,0.0377,137.374,4,0.195,techno
Joey Beltram,Energy Flash,0.00133,0.716,353947,0.593,0.556,8,0.559,-8.35,1,0.0416,122.845,4,0.481,techno
K-Reem,Talk About Me (feat. Gillie da Kid),0.00544,0.568,318929,0.953,0,1,0.0799,-4.861,0,0.21,139.965,4,0.496,techno
Mark Broom,Satellite - Mix One,4.98e-05,0.767,319674,0.858,0.78,7,0.0976,-6.643,1,0.0475,126.994,4,0.512,techno
Steve Rachmad,Levigi,5.46e-05,0.65,373893,0.736,0.841,2,0.109,-12.207,0,0.0513,133.868,4,0.777,techno
Alexander Kowalski,Delicious,0.23,0.759,390747,0.741,0.921,7,0.0999,-11.201,0,0.0581,129.712,4,0.772,techno
Russ Gabriel,Jelba,0.454,0.674,561227,0.815,0.584,11,0.112,-9.674,0,0.0577,124.06,4,0.18,techno
X-101,Sonic Destroyer,0.00151,0.738,298481,0.681,0.807,1,0.21,-11.243,1,0.043,124.472,4,0.478,techno
Green Velvet,Flash,8.25e-05,0.677,431140,0.62,0.529,6,0.104,-7.773,0,0.0545,127.994,4,0.507,techno
Fumiya Tanaka,Deepen Remix 2,2.73e-05,0.806,283560,0.593,0.926,1,0.0735,-12.109,1,0.0638,131.859,4,0.298,techno
Marco Carola,Groove Catcher - Martin Buttrich Catcher Remix,0.0245,0.805,461066,0.718,0.916,8,0.103,-13.081,1,0.0569,124.022,4,0.678,techno
Luke Slater,Freek Funk,0.0466,0.624,471067,0.926,0.958,8,0.347,-4.853,0,0.0871,129.999,4,0.261,techno
Scan X,Blurred,0.00073,0.804,438761,0.715,0.85,7,0.247,-8.182,1,0.0452,125.011,4,0.229,techno
Raiders of the lost ARP,Lunar Lander - Original Mix,0.0195,0.745,437950,0.871,0.915,10,0.0826,-6.851,0,0.0583,120.016,4,0.0835,techno
Vince Watson,Feel-it - Instrumental,0.0235,0.803,432887,0.787,0.912,2,0.0427,-11.509,0,0.0605,121.921,4,0.542,techno
Kenny Larkin,Groove,0.00169,0.85,280733,0.665,0.442,11,0.0687,-10.771,0,0.0776,123.019,4,0.646,techno
Plastikman,EXpand,0.493,0.765,476012,0.138,0.916,8,0.107,-20.594,1,0.0476,121.995,4,0.0333,techno
Secret Cinema,Menthol Raga,5.75e-05,0.856,525597,0.797,0.7,2,0.119,-9.089,1,0.0793,125.007,4,0.166,techno
Placid Angles,Now & Always,0.358,0.561,366040,0.959,0.892,6,0.0882,-10.08,1,0.0392,136.049,4,0.698,techno
Swayzak,Make Up Your Mind,0.0431,0.792,286533,0.645,0.559,0,0.352,-10.41,1,0.0875,126.009,4,0.466,techno
Transllusion,Transmission of Life,0.000689,0.567,270613,0.953,0.904,11,0.0721,-8.317,0,0.0448,134.157,4,0.367,techno
Redshape,Man Out Of Time,0.0302,0.657,280573,0.9,0.88,9,0.0941,-7.854,0,0.0544,114.934,4,0.0871,techno
Monika Kruse,Summer Drops,0.00148,0.8,491371,0.912,0.927,7,0.0478,-9.015,0,0.115,123.994,4,0.348,techno
Ben Sims,I Feel It Deep - Sandwell District Remix,0.00144,0.642,423461,0.641,0.914,1,0.118,-12.208,1,0.0369,130.995,4,0.357,techno
Anthony Rother,Father - Original,0.000752,0.751,393358,0.559,0.884,9,0.0918,-8.354,1,0.0578,133.006,4,0.972,techno
Chaos,Violent Rhythm,0.0274,0.579,286163,0.987,0.0801,11,0.0809,-2.342,0,0.223,180.013,4,0.378,techno
Octave One,Eniac - Original Mix,4.7e-06,0.779,342284,0.805,0.908,3,0.102,-11.012,0,0.0404,130.598,4,0.8,techno
DJ Shufflemaster,Slip Inside You,0.00352,0.733,146533,0.949,0.944,7,0.133,-9.718,1,0.111,139.572,4,0.0688,techno
Samuel L Session,Distant Piano,6.76e-05,0.703,337619,0.798,0.887,7,0.143,-10.461,1,0.0319,126.001,4,0.439,techno
Secret Cinema,Kurzweil,8.42e-06,0.757,364667,0.658,0.794,0,0.11,-5.931,1,0.0354,125.989,4,0.486,techno
Thomas Schumacher,I'll Do You,0.000109,0.676,524307,0.909,0.883,10,0.103,-7.491,0,0.064,130.01,4,0.147,techno
K-Reem,Triangle Of Love (Instrumental,0.164,0.696,327480,0.922,0.000676,9,0.0913,-11.678,0,0.0543,122.485,4,0.574,techno
Peter Horrevorts,Birth,0.00795,0.648,513867,0.733,0.383,11,0.103,-10.975,0,0.0453,125.013,4,0.423,techno
Derrick May,The Dance,0.0751,0.763,432587,0.973,0.884,8,0.0972,-8.928,0,0.0696,128.986,4,0.714,techno
Legowelt,Ancient Rites Demoni Mundi,0.0998,0.617,278766,0.621,0.913,8,0.207,-12.347,0,0.0398,120.002,4,0.611,techno
A Number Of Names,Rock Like This,0.0053,0.836,293916,0.711,0.268,11,0.0787,-11.551,1,0.0953,140.022,4,0.546,techno
Infiniti,Game One - Rennie Foster Remix,0.0237,0.831,349519,0.404,0.938,11,0.112,-12.131,0,0.125,128.586,4,0.0764,techno
John Beltran,Brilliant Flood - Kassem Mosse & Mix Mup Remix,0.0684,0.75,390063,0.764,0.872,8,0.0911,-14.198,1,0.0551,120.009,4,0.51,techno
K-Reem,Triangle of Love - Original Mix,0.0271,0.673,256400,0.926,0.00972,9,0.0611,-7.667,0,0.0726,124.52,4,0.314,techno
